tweet,label,score
"#PiyushGoyal #IndianRailways #indianrailway My cousin is travelling with his kid and wife from (MUV) to (NDLS) from spcl Train  02559 pnr no 2644428986 today. Ticket was RAC but  only one seat got confirmed. Plz help him getting 1 more seat as his wife is pregnant.
Please help",complaint,0.985498071
"Central Railway transports 52.28 million tonnes of freight from 1st April 2020 to 15th February 2021

Read more...https://t.co/26lUrApx4c

#indianrailways #railways #freight #centralrailway #railway",complaint,0.914173067
"#VIDEO | For the first time in history, an electric locomotive ran in #Assam with a successful trial run from #Bongaigaon to #Sarupeta stations. 

@PiyushGoyal @RailMinIndia @RailNf #IndianRailways https://t.co/kyd9bwfcqq",complaint,0.809733152
"Traveling in train no 01302 (Udhyan express) from Bangalore to Mumbai ,in 3 tier coach ( B1 )with family, AC is not working and suffocating , please do something @IRCTCofficial #IndianRailways @PiyushGoyal",complaint,0.997578263
"Indian Railways To Start 35 Unreserved Trains From February 22: Full List Here

#IndianRailways #MinistryofRailways #PiyushGoyal #Railways #SpecialTrains #UnreservedTrains

https://t.co/3kE3WhwZWM https://t.co/9LsAMcMm8P",complaint,0.772265077
"#IndianRailways PNR 2415315949 From Sarai Rohilla to Porbandar train number 09264
Train stops before Jaipur due to Kisan aandolan,
Passengers are very frustrated and even also AC,blower is not running,
Indian railway system has created Cheos should help passenger instead of......",complaint,0.987841964
"Today's destination tells a story!
The story of a lost magnificent kingdom, architectural marvels from glorious past  and a rugged yet alluring landscape.
#AmazingSWR 
#IncredibleIndia #IndianRailways https://t.co/Xuo3xKSybC",not a complaint,0.574482143
"@PiyushGoyal @PiyushGoyalOffc Seriously Sir?

This information is provided just an hour or 2 before.. 
I have to reach Lucknow Urgently today..

Wasn't expecting this type of unprofessionalism from the Indian Railways.. 

#IndianRailways https://t.co/spAtPQNyiH",complaint,0.99051702
"Check your #PNRStatus in Seconds from #RailMitra.ðŸ¤©

Stay updated with your upcoming #trainjourney ðŸ‘ðŸš‚

#IndianRailways #railmitra #trainapp #travelapp #railmitraaindia #pnrconfirm #pnrstatusconfirmed #pnrstatusapp #pnrstatuslive #checkpnrstatus #confirmedticket https://t.co/vkTVt8rgYk",complaint,0.982991159
"Through a natural canvas nearly a decade ago in Uttar Pradesh, India, the #MeterGauge passenger train from Aishbagh, Lucknow notches up towards Sitapur on a dull monsoon evening. #IndianRailways #IRFCA https://t.co/kr5LNr4phy",complaint,0.684760928
"Cancelled Train Ticket but refund not received from #Irctc and #IndianRailways, complaint filed against @IRCTCofficial and @IndianRailways 

@Indianrailway18 @irctc_app 

https://t.co/JPLnrwADKt",complaint,0.996517599
"#IndianRailways #piyushgoyal #railmadad 
Sir there were 3 trains  07243 02887 02086 from vskp to rayagada and after complaint I was informed that parcel will arrive in the first available train , I have not received my bike yet please look into this matter",complaint,0.99242568
"@PiyushGoyal @PiyushGoyal 
@PiyushGoyalOffc 
Take a train from rewari to Patna 
Plzz sir
#PiyushGoyal
#Pmo
#IndianRailways",complaint,0.982753277
"@PiyushGoyal 
@PiyushGoyalOffc 
Take a train from rewari to Patna 
Plzz sir
#PiyushGoyal
#Pmo
#IndianRailways",complaint,0.970410764
"@IRCTCofficial @RailMinIndia Sir, When will #IndianRailways have Ticket postponing feature insted of cancelling? You can start saving #MiddleClass Family savings from here. ðŸ™ðŸ»",complaint,0.992775321
Dear #IndianRailways Please run the train. #TRAIN no.02891 has stopped running and stayed at few km from balasore station. As #Congress calls for Odisha bandh today.This #protest is against the government not against the passenger @RailwaySeva @PiyushGoyalOffc,complaint,0.891717494
@BasuAshis @WadehraRajiv @RailMinIndia @PiyushGoyal @PiyushGoyalOffc Thx for your reco. Unlike people in Canada living on doles - I donâ€™t need state largesse. Known Piyush since his youth as the b-i-l a dear colleague of many years. So can do without your gratuitous tips. Go collect your cents from whosoever are your paymasters ðŸ™ #IndianRailways,complaint,0.874996901
"Train No. 02911
Train departed from DDU. 
DOJ 14.02.2021
There are more numbers of people in comparison to available seats then what the meaning for COVID Special train.... Rules are being followed only on papers... No TTE is checking the tickets. 
#IndianRailways 
#PiyushGoyal",complaint,0.987368166
"Taking agricultural produce to new market: For the first time,  1390 tonnes of Rice in 21 BCN mini rakes were loaded from Gangavathi, the Rice Bowl city of #Karnataka to Azara in #Assam. 
#Hubballi #Koppal #IndianRailways #MoveItLikeRailways https://t.co/osLCOwMAMO",complaint,0.537900686
"#PiyushGoyal 
#PMOIndia 
#IndianRailways 
I am so so impressed..since my last tweet I received at least 6 calls and a visit from the station incharge and a very helpful young officer Mr. Vikram. They not only personally assured me that I will be here till my train arrives",not a complaint,0.697267056
"Indian Railways to Resume All Trains from April 1, 2021? PIB Fact Check Reveals the Truth Behind Fake News
#FakeNews #FactCheck #IndianRailways #Trains @RailMinIndia 

https://t.co/Ggf74ygiIq",complaint,0.86774981
"Indian Railways on Saturday refuted all media reports suggesting a full resumption of passenger train services from April.

#Covid19 #IndiaNews #IndianRailways #trainservices #Digpu #News

https://t.co/GTexTstELY https://t.co/ir0vBFIuZ1",complaint,0.89268595
"Indian Railways on Saturday refuted all media reports suggesting a full resumption of passenger train services from April.

#Covid19 #IndiaNews #IndianRailways #trainservices #Digpu #News

https://t.co/TITltQ2SEB https://t.co/L69GBKjAx5",complaint,0.873009384
@RailMinIndia no wheel chair available at NZM station. With so many passengers arriving / departing from #NZM station in the capital city #Delhi . I thought #IndianRailways was getting better at customer service @PiyushGoyal,complaint,0.989630342
"#Railways to Resume All Trains From This Date
#IndianRailways #irctcontelegram #PiyushGoyal @IRCTCofficial 
@PiyushGoyal 
https://t.co/2hQNLJmkTY",complaint,0.894520164
"My 4th train journey from Dharmavaram to katpadi train journey in Mumbai nagercoil express link below
 https://t.co/VeUERNASJ2
#Myjourneys #trainvlogs #indianrailways #mumbainagercoiltrainjourney #trainjourneys https://t.co/PaUte07kjv",complaint,0.752199471
No full passenger service from April: Indian Railways https://t.co/etA2zwFlV5 #IndianRailways,complaint,0.908933401
02391 is standing at sultanpur stn. From last 1 hour #IndianRailways,complaint,0.888818026
"#IndianRailways refuted all media reports suggesting a full resumption of passenger train services from April.

https://t.co/mkoDaU78xp",complaint,0.714333415
"Fact Check: Has Railway allowed resumption of all passengers trains from April?

@RailMinIndia  #IndianRailways  #Passengertrain #factchecking 

https://t.co/8jKL9soawG",complaint,0.890635312
"Indian Railways Refutes Reports About Full Resumption of Passenger Train Services from April 
#IndianRailways #PassengerTrain #Train @RailMinIndia 
https://t.co/BCQuxq5DvJ",complaint,0.826456487
@RailMinIndia clarifies on reports in some sections about resumption of normal services from April 1. No such plan for the moment #IndianRailways https://t.co/URLWmrJOdP,complaint,0.712966383
"Railways May Start All Passenger Trains From April 1!

#IndianRailways #NormalTrains #PassengerTrain #TrainResume

https://t.co/EUbRQN0BQs https://t.co/FUPinDvbAq",complaint,0.94805634
"Agartala Rajdhani Express replacing with Tejas sleeper coach from Feb 15
#Tripura 
#IndianRailways 
#Tejas 
#JishnuDevVarma https://t.co/nIURcICU0Y",complaint,0.962899983
"@NileshShah68 How many trains ran in 2020? In what routes? If there are no passenger trains on tracks, how can accident &amp; loss of life happen? India is far from being a country of fools. What a ridiculous response by a minister.#IndianRailways @RailMinIndia @PiyushGoyal @ANI @BBCWorld @ndtv",complaint,0.968940973
"I had booked a train ticket from mayiladuthurai to chennai egmore for 4peoples. payment automatically failed and refund is generated bt total amount is 528 rupees, refund generated only 48rupees.its not fair and am very disappointed #IRCTC #IndianRailways #irctcrefund #chennai https://t.co/3ycehEGRl3",complaint,0.992994666
"#RPF, post-#VascoDaGama retrieved one left mobile worth of Rs-7500 approx. from train number 07339 Yesvantpur - Vasco Da Gama Express and handed over to genuine passenger.

#India #IndianRailways  #ServingwithSmile https://t.co/puKmEaLV9s",complaint,0.595471621
"I am traveling from howrah to asansol via train The train was running very nicely the whole journey but exactly before entering the station the train stopped for 30 mint at a deserted place and stopped their for 30 mint is this customer centricity behavior of.
#IndianRailways",complaint,0.982390165
#PiyushGoyal #IndianRailways I am travelling from Hubli to Bangalore. I am in S7 compartment with pnr #8635398194.. the toilet is very very dirty .. request you help to get it resolved.,complaint,0.997432232
"Agartala Rajdhani Special train will run with special Tejas type sleeper coaches from 15th February: 
Piyush Goyal (@PiyushGoyal) - Union Minister

#Agartala #IndianRailways 

https://t.co/4DvnIBJhdy via @theind_india",complaint,0.963386595
"Hi,
 I am traveling with  Jammutawi (Jaishlmer special) train from Jaipur to Jaishlmer04646 PNR No 2416171656. My coach no is S5.We don't have water facilities in wash washin even in washroom
Please help us and get out of this problem.
#IndianRailways #indianrailway #indianrail",complaint,0.989206314
"#BuiltByBLK #BLKashyap 

#WorkInProgress of the Sabarmati Terminal for the Mumbai-Ahmedabad High-Speed Rail Project secured from the National High-Speed Rail Corporation Limited (NHSRCL).

#BLKConstructions #ProjectsByBLK #BLKConstructs #RailwayProject #IndianRailways https://t.co/R82fqxC15L",complaint,0.984238625
"#GoodNews for people using #utsapp for railway ticket
Railways has restored balance no. of days for which your season ticket was valid from the start of #lockdown till original expiry.
Check your validity before renewing
Good initiative by railway
#IndianRailways
#achahai",complaint,0.673918784
"Please start all the local and passenger trains from the route #FarrukhabadJuction to #KanpurAnwarganj.....
#IndianRailways
#IndianRail
#YogiAdityanath https://t.co/wPtq3L767z",complaint,0.960992277
"Hello sir I am Alind Chaturvedi and I am a student of B.pharm studying in kanpur,uttar pradesh
Please start all local and passenger trains from kannauj to Kanpur so i can attend my college daily
#YogiAdityanath #IndianRailways #IndianRail",complaint,0.994367957
"From Station Security Plan to CCTV cameras, here is what #IndianRailways is doing to enhance passenger safety
https://t.co/y6ll10Vzft",complaint,0.543165863
"Delhi-Varanasi #Vande_Bharat to run as #TejasExpress
The New Delhi-Varanasi Vande Bharat Express, India's first indigenously built semi-high train will now operate as the Tejas Express from February 15 to March 31

@IRCTCofficial #IndianRailways",complaint,0.856593966
"#IndianRailways rolls out AC 3-tier economy coach; from modular berths to foldable snack tables, see features

https://t.co/Tz4V03yByT",complaint,0.781311691
"â–ªï¸ Number of berths in the new coach has been increased from 72 to 83.
Thanks to @PiyushGoyal Sir ðŸ™
#IndianRailways",complaint,0.582049608
"#Breaking 1st Ever Reported and On-Move Capture of #IndianRailways #WAG12B Road #60002 in #Odisha. 

Clicked from slow moving 02816Exp just while entering #Rupsa #Balasore from #Kharagpur end. 

@OdishaRail @MRTF_Baripada @Parlakhemundi @saileshagasti57 https://t.co/tHULDsNCiL",complaint,0.858545184
"Anyways, an #IndianRailways employee has his own response &amp; understanding about the phenomenon called #privatisation &amp; #corporatisation !

""à¤¦à¥‡à¤¶ à¤•à¥‡ à¤¸à¤¤à¥à¤¤à¤¾à¤§à¤¾à¤°à¥€ à¤¨à¥‡à¤¤à¤¾à¤“à¤‚, à¤‡à¤¸à¥‡ à¤¬à¥‡à¤šà¤¨à¤¾ à¤¬à¤‚à¤¦ à¤•à¤° à¤¦à¥‹"" ...

Will the right action follow from the @PMOIndia | @RailMinIndia | @bmshq | @brmsunion ? https://t.co/zctbV2t3AC",complaint,0.968001962
"Slowly phase out sleeper coach with all economy AC coach to improve speed from 110 to 160 kmph. Non AC coach has open windows which causes lot of drag which reduces the efficiency &amp; speed.
#IndianRailways 
https://t.co/mKnTV7UgBu",complaint,0.865178287
"Hello Indian Railways                                    My train tkt from Jasidh jn to Patna got cancelled by mistake. Ticket collector is asking for money in liu of it. PNR-6747032327
Please look into the matter and help.   @indianrailways @piyushgoyal #indianrailways",complaint,0.987725914
"Only 1 train is running from pune which covers MP,UP,bihar...what happened to indian railways?#railways #IndianRailways #piyushgoyal",complaint,0.993657112
"#IndianRailways starts its first Kisan Rail from Telangana! Around 150 train services operated so far; details
https://t.co/eWXi03m0dm",complaint,0.677890241
"Paani de do.
Dalkhola junction doesn't have water. 
Doesn't this station have any worker to clean station? Floors are clean. But seats seem like from  desert.
Just saying. You maintain railways well. Why not take care of basic need (water)
#IndianRailways @RailNf",complaint,0.988760412
What railways r trying to achieve by naming regular trains by Festspl? Which festival railways r celebrating? Is it Corona? Rates are up &amp; no concessions on quotas. Are railways recovering lost business money by sucking money from common man? #IRCTC #PiyushGoyal #IndianRailways https://t.co/qi5fR2qfut,complaint,0.992822826
"#IndianRailways #railwayminister #PMOIndia Water is not coming in toilet from night please arrange this as soon as possible
PNR-2863134874
Trn:02370
Frm BE to BXR",complaint,0.992842793
"Passenger's kindly note, Train no 01036/01035 Mysuru - #Dadar-Mysuru  exp will run as additional weekly special train ,ex Mysuru with effect from 14/02/2021 &amp; ex Mumbai with effect from 11/02/2021
#IndianRailways  #trainupdates #passengers #karnataka #mysuru https://t.co/Kr0ftLQG44",complaint,0.798774362
"Hooked to the fad of a bullet train, have the Railways forgotten their primary constituency and failed to provide inexpensive travel for all?

Aniket Agaâ€™s 2014 article from the #EPWArchives looks at the priorities of the #IndianRailways.
https://t.co/3TMXCU2QUN",complaint,0.954152703
"Alluring view at sunset - Captured from Ranipet railway station 

Century old Ranipet station (near Walajah Road) got a fresh lease of life when it was opened for freight traffic recently

#Beautifulrailways #IndianRailways #MoveItLikeRailways https://t.co/i4QRkqyfKQ",complaint,0.621358097
"General Knowledge query: Which is the #IndianRailways computer whose screen is not visible to the @DRM_BVP | @Gmwrly | @IR_CRB from day one, while it's user can view the screens of all other computers present in the room?
Why?

Clue: It is #still positioned in one of the corners! https://t.co/MH6tyvBQBf",complaint,0.947191715
"Splendid view!

MorningðŸŒ… vibes with train journey from Mysuru to Hassan amidst beautiful landscape and backwaters

#India #IndianRailways #Karnataka #PhotoOfTheDay
#photography #travelphotography #MemorieswithRailways #morningvibes https://t.co/Eaq8a38KGv",complaint,0.751328051
"@DrmMys @RailMinIndia  @PiyushGoyalOffc @PiyushGoyal

Vibrant Vibes .
Nostalgic train journey from Mysuru to Hassan in the midst of beautiful landscape and backwaters

#IndianRailways #photography #nature https://t.co/DAuKwkJUQS",complaint,0.714909375
"@DrmMys @RailMinIndia  @PiyushGoyalOffc @PiyushGoyal

Vibrant Vibes .
Nostalgic train journey from Mysuru to Hassan in the midst of beautiful landscape and backwaters

#IndianRailways #photography #nature https://t.co/26XABGUnf1 https://t.co/z3507nO2F5",complaint,0.705782056
"@DrmMys @RailMinIndia  @PiyushGoyalOffc @PiyushGoyal

Vibrant Vibes .
Nostalgic train journey from Mysuru to Hassan in the midst of beautiful landscape and backwaters

#IndianRailways #photography #nature https://t.co/26XABGUnf1",complaint,0.724755049
"Vibrant Vibes ðŸŒ…

Nostalgic train journey from Mysuru to Hassan in the midst of beautiful landscape and backwaters

#IndianRailways #photography #nature https://t.co/kbxtt475ZV",complaint,0.870906532
"A step of Indian Railways towards prevention from #COVID19 
Condition of Sleeper Class is like this !
@RailMinIndia @PiyushGoyal 
@IRCTCofficial 
#appreciationpost #indianrailways https://t.co/5mfeDwVljN",complaint,0.899526
Stop your parents by stealing spoons and towels from the hotels...#IndianRailways chained all mugs in the washroom because of your parents...,complaint,0.967835486
"#indianrailways one of my friend had travelled with family from KPG to SBC ...his whole family got food poisoning and suffering from YESTERDAY, this is the quality of food that we can expect from #indianrailways ?

PNR number - 2215396090",complaint,0.990026116
"Fascinating view of SUNSET colliding through RAILWAY TRACKS. location from Chiplun Railway Station.
#IndianRailways #KonkanRailways https://t.co/uOt6FpZGdQ",complaint,0.569678187
8 February 2020 - taking the train from Delhi to Chandigarh #IndianRailways #Signage #LogoDesign https://t.co/yXYE8CZwg0,complaint,0.544218361
"Shimla train station from a couple of days ago when it was still snowing a bit.

#shimla #UNESCO #IndianRailways #himachal #heritage https://t.co/8lpi4Sm6Uo",complaint,0.522713482
"@arpit971 #Fact 
Cumulative Electrification of rlwys till 2012- 19000 route kms

From 2012-2020: 38000 route kms

#IndianRailways @PiyushGoyal @IndianRailMedia",complaint,0.773286581
"@IRCTCofficial @eCateringIRCTC @PiyushGoyal @EasternRailway @ECRlyHJP @CPRONCR @RailMinIndia @GMNCR1 @PiyushGoyalOffc @IRCTC_Ltd @RailwaySeva @RailwayNorthern @INCDelhi @INCBihar @RJDforIndia No use of #complain,
They only doing time pass,
Just in starting they will call you and do #only confirmation of complain, 
#irctc #IndianRailways 
Its better to bring food from home,
Don't depend on IRCTC food services.
Wrost service from #IRCTC I had #experience from last trip",complaint,0.816673398
"Railways Minister #PiyushGoyal said that the train service from #Bihar to #Nepal will start soon after receiving approval from #NepalGovt. 
#IndianRailways 
https://t.co/00fWQOPssH",complaint,0.886117518
@stem_feed #IndianRailways from INDIA. ðŸ˜ðŸ”¥â¤ï¸ https://t.co/P0i5civ8it,not a complaint,0.606376529
"#IndianRailways #Railways travelling from raipur to kesinga in 08517 train.
In whole coach no charging point is working..
Damn service..
Only cost of tickets is increasing but the service quality is so poor..
Shame.",complaint,0.992673337
I have booked train from katra to Amritsar on 31st jan train no 08310 pnr 2862309465 but due to #FarmersProtest this train was diverted and TT asked us to file TDR and the same was filed but still no communication from railways. Plz help #IndianRailways https://t.co/jtgn9H6J5D,complaint,0.990956843
"Watch: RPF officer stops specially-abled man from boarding moving train, saves life  https://t.co/zKerprfBr3

#India #RPF #Mumbai #IndianRailways",complaint,0.568526566
"Indian Railways To Resume Delhi-Kalka Shatabdi Express From Feb 8

#Delhi #IndianRailways #Kalka #NorthernRailways #Railways #ShatabdiExpress #Trains

https://t.co/BMqNZYjMET",complaint,0.943093538
"The #IndianRailwayCateringandTourismCorporation (IRCTC), a subsidiary of the #IndianRailways, will be running four #pilgrimspecialtrains from #Rajkot in Gujarat in February and March.
#ommcomnews
https://t.co/ryyQUOJRhw",complaint,0.797985613
"#RLDA received an overwhelming  response from reputed infra players for the redevelopment of #NewDelhi Railway Station. Nine national and international companies showed their interest in the project and participated in the RFQ (Request for Qualification) process.

#IndianRailways https://t.co/y9C9JT5sv4",complaint,0.798505664
When will Kashivishwanath exp start to run b/w stations ...public is facing so much difficulties ..because there is no direct  train available from bhadohi to lucknow district on weekends.#IndianRailways,complaint,0.993187487
Money has been detected from my account but tickets are not booked so please check it #IndianRailways https://t.co/f4mNVGg6bD,complaint,0.982066274
"Amazing Sight ðŸ¤©â˜ƒï¸

Snow clad Locomotives and snow covered tracks on #Shimla -#Kalka Heritage route mesmerize everyone

#IndianRailways #photography 
From : Ministry of Railways https://t.co/dGe1ICNPfX",complaint,0.715266526
"Indian Railways to conduct NTPC Phase 4 Exam from 15 February to 3 March, Notice out.

#RRB #IndianRailways 
https://t.co/1WSZ0Nzvav",complaint,0.761412024
"RRB NTPC Phase 4 Exam dates Out, Exam from 15 February to 3 March, Read

#RRB #IndianRailways 
https://t.co/gu0GG69rVJ",complaint,0.846159458
"@IRCTCofficial Dumb IRCTC Site from #IndianRailways, whoever approved this UI Design &amp; Tested it should be fired right away | Not able to go to Bookings &amp;  cancel a ticket  @PiyushGoyal @RailMinIndia  #IRCTC https://t.co/K67QWQ0qNr",complaint,0.996109784
#IndianRailways daily im travelling from #Bangalore to #malur Which is located in kolar district for work. Before covid i was used train on daily basis. But even after waiting of 10 months still this train{sbc to mkm pass} is not opened. Kindly do the need full as earliest,complaint,0.976327717
"#Travel the hill railways of the Indian Subcontinent from home. 

New:
These amazing hill #Railways reach remarkable heights, many using ingenious feats of engineering to assist their climb into seemingly impenetrable terrain...

https://t.co/RpNEX6mbEW 
#IndianRailways #Rails https://t.co/I5rCLgnKXQ",complaint,0.891117513
"#MahatmaGandhi &amp; the Railways have shared a long connection. From the South Africa train, to how a Railway crossing saved his life &amp; his strong opinions on the Third Class of the #IndianRailways âž¡ï¸ https://t.co/TqJWSUKLIB
Our new series features #openaccess books! https://t.co/9u13QfmfU9",complaint,0.632122397
When hunger beat patience! Tired of waiting for food while travelling in trains? Get quick delivery of your favourite food in trains. Order from RailMitra app and get restaurant food at your train seat at 450+ stations across India! #IndianRailways #railmitra #trainapp https://t.co/f0nLPxlgvW,complaint,0.976892889
"@RailMinIndia @SWRRLY 
Any tentative date on when the day train from Bangalore to Mangalore is starting again.
#IndianRailways #hassan #kukkesubrahmanya #greenroute",complaint,0.986313701
@RailwaySeva Weird reply from controller saying to sleep lesser we cannot do anything. But a great work done by the technicians.  #proud of #indianrailways. @RailMinIndia @PiyushGoyalOffc,complaint,0.902092218
"@RailMinIndia i am travelling from pune to Patna train number 02149
PNR number 8134977526..
Cost of eggs biryani 90 rupees....
What a miracle 
#CORRUPTION #IndianRailways",complaint,0.992325485
#IndianRailways worst condition of a 2 tier ac will fill litter and even the bathrooms are not neat and clean . Mangal express from delhi to ernakulam ..,complaint,0.989323497
"On 26th January train to Delhi from Kutch got delayed by 24 hours when we couldn't find our honourable home minister.

Waqt ke Aage.

#IndianRailways 
#India",complaint,0.951146364
"Incredible #Karnataka incredible #IndianRailways!
These majestic hills are just few minutes journey from #Bengaluru towards Tumkuru. 
#Karnataka has immense natural beauty. 

#India #indianrailway #photography #travelphotography https://t.co/51bNnPELAT",complaint,0.659466445
"#Levelcrossing is an important element in Railway network not only from point of view of train operations but more so from stand point of #Road users. #Doyouknow ,census done once in three years to know how busy the LC gate is ?

#IndianRailways https://t.co/g63pNIczCW",complaint,0.937083244
"Yesterday,
The Queen of @SCRailwayIndia , i.e 12727/28 Godavari Experess on her 47th Birthday, decorated beautifully by Hyderabad based Railfans.
The Lead loco on the occasion was Shatshav from Lallaguda. 
Pic credits to @superbdevan
#IndianRailways https://t.co/2O4z3lCV7y",complaint,0.689622939
I fail to comprehend the rationale behind changing the color of ICF coaches from blue to yellow. Utkrisht coaches could have stayed blue. Yellow livery looks outdated &amp; extremely ugly.  @PiyushGoyalOffc @PiyushGoyal @RailMinIndia #IndianRailways #indianrailway #RailBudget2021,complaint,0.991808057
"Reminder 2: #IRCTC #IndianRailways tried to book ticket. Amount deducted from account. But ticket didn't got booked. Did wait for 4 hours. But neither ticket got booked, nor got refund. 
HELP",complaint,0.963475823
"@PiyushGoyal Still our Krishnagiri District from Tamilnadu is being avoided from having railways. Expecting jolarpettai - Hosur link.
@GMSRailway 
#IndianBudget2021 
#IndianRailways",complaint,0.984334886
"#IRCTC #IndianRailways tried to book ticket. Amount deducted from account. But ticket didn't got booked. Did wait for 4 hours. But neither ticket got booked, nor got refund. 
HELP",complaint,0.972388327
"To get an idea about impact of #COVID19 and lockdown on #IndianRailways consider this: passenger earnings are Rs 15,000 cr from Rs 61,000 cr estimated at the time of Budget last year and goods earning are Rs 1,24,184 cr against Rs 1,47,000 cr estimated for FY21 #Budget2021",complaint,0.931384206
"#IndianRailways has got a special loan of Rs 79,398 crore from the government for Covid related resource gap for the current year and to liquidate adverse balance of the preceding year. #Budget2021",complaint,0.801039755
The Railway Board has sought from all zones and production units a list of all frontline workers who are at greater risk of Covid-19 infection as per a request from Ministry of Health &amp; Family Welfare.This is probably to prepare for impending vaccination. #IndianRailways https://t.co/gXGvtadPzf,complaint,0.810573637
"Rail Budget 2021 ! Live Updates

Watch FM's Budget speech, LIVE from 11 AM: https://t.co/R3iyut2HWe

#RailBudget2021 #AatmanirbharBharatKaBudget #UnionBudget #Budget #Budget2021 #Railways #IndianRailways #UnionBudget2021 #Metro #Logistics #EDFC #WDFC #Corridor #NationalRailPlan https://t.co/cZ7omN2EfU",complaint,0.974888384
"Train service started for all passengers between 12 to 4pm .
This means ,you need to work from home &amp; go to office for lunch &amp; come back soon. ðŸ˜€ðŸ˜€ðŸ˜€
#RavishKumar
#DhruvRathee
#IndianRailways
#Ajjtak",complaint,0.97309345
"Rail Budget 2021 ! Live Updates

Budget 2021: What's in store for Railway &amp; Metro sector this time?

Watch FM's Budget speech, LIVE from 11 AM: https://t.co/R3iyut2HWe

#RailBudget2021 #AatmanirbharBharatKaBudget #UnionBudget #Budget #Budget2021 #IndianRailways #UnionBudget2021 https://t.co/EK6qRfCwun",complaint,0.965703547
"Our Services Are Resuming From Today! ðŸŽ‰ Now, you can order food in train from #RailMitra and get it delivered to you at all major railway stations across India!ðŸš‚ 
We ensure contactless delivery of food at your train seat! #IndianRailways #trainapp #travelapp #railmitraaindia https://t.co/JbZpoiPxms",complaint,0.692239404
"What #IndianRailways expect from #Budget2021 

#BudgetWithJagran 

https://t.co/3ToG4KfnCU",complaint,0.948759735
"KJM WDP-4 20056 slows down on seeing a caution at Hirehalli home pulling the Yesvantapur bound LHB express from Bikaner.
#Bengaluru #Bikaner #Hirehalli #Tumkur #Canon #PicOfTheDay #greenery #WDP4 #EMD #photography #sky #SWR #IndianRailways https://t.co/Flqj7wzaLg",complaint,0.915723622
"#IRCTC #IndianRailways #PiyushGoyal
Please start more train from Chennai to Guwahati from tomorrow so that patients of North East can be helped. 
Thanks",complaint,0.974167407
"#railseva On 30/01/2021 I have booked my honda activa as luggage from Lucknow Nr to Lokmanya Tilak with ticket PNR no 2315520874.On 31 jan when I reached LTT, I get to know that my honda activa is not loaded in train or I have lost it.pls help.
#Central_railways 
#IndianRailways https://t.co/jvYVbRN82I",complaint,0.989249587
"From #Kisanrail to #DFC , Railway projects that were executed during pandemic to boost #AtmaNirbharBharat 
Via @EconomicTimes

 https://t.co/FL6q3YRjUK
#IndianRailways #freight #ecomony",complaint,0.688324809
"IRCTC resumes e-catering services from tomorrow, here's how to use the services

#IRCTC #IndianRailways 
@RailMinIndia https://t.co/gpttBRbwPH",complaint,0.663864374
"IRCTC resumes e-catering services from tomorrow, here's how to use the services

#IRCTC #IndianRailways @RailMinIndia 
https://t.co/VGWCN6lyZC",complaint,0.695117652
"#IRCTC #indianrailways #FoodOnTrack #ecatering

No fuss meals are back for your train ride, IRCTC will resume its e-catering service from tomorrow.

Read details: https://t.co/Nf8zn65oZX",complaint,0.816506088
"IRCTC to resume e-catering service from February 1st .

Passengers can now  enjoy delicious and hygienic food onboard
#irctc #trainupdates #IndianRailways
#catering 
Via @livemint https://t.co/OWQdCilJY1",complaint,0.880982041
"#IndianRailways
No any person coming water in train from last ine hour",complaint,0.892667174
".@IRCTCofficial will resume e-catering services at 62 stations from February 1 after keeping them suspended for several months following the coronavirus outbreak. 

#IRCTC #IndianRailways #COVID19 

https://t.co/uB8E7AMlJC",complaint,0.951098621
"The #biker manages to get away from the tracks, but his #motorcycle is smashed completely by the #train, sending the pieces flying into the air. @rajtoday

#NarrowEscape #IndianRailways #RailCrossing 

https://t.co/YBYejvgJVH",complaint,0.971780062
"#IndianRailways line up Rs 40,000-crore spend on rolling stock in FY22 after massive spend on #infrastructure in 2020-21 due to which a goods train which earlier took 7 days to reach #Guwahati from #Mumbai now takes 2 days. https://t.co/fVOsG1NAs0",complaint,0.932237148
"Ms Sudha Singh from Indian Railways has been conferred with this yearâ€™s Padma Shri Awards in the field of Indian #sports.

Ms Sudha Singh is an athlete of @Central_Railway.

#DoYouKnow #DidYouKnow #IndianRailways #PadmaAwards2021 #Padmshri https://t.co/wLZK2CFyMx",complaint,0.826129079
"Maharashtra government gives approval for resuming #IndianRailways #Mumbai local trains for all from February 1

https://t.co/fJq4pVWhqC https://t.co/wCtwi9G3gw",complaint,0.729284465
"#NewsUpdate: #Maharashtra government approves resumption of suburban #train services in #Mumbai for public from February 1.
@CMOMaharashtra 
#BreakingNews #BREAKING #news #localtrains #mumbailocal #MumbaiLocalTrains #fridaymorning #IndianRailways https://t.co/yzY1Tz96dK",complaint,0.653142989
"#IndianRailways to resume #IRCTC e-catering services from Feb 1; How to book meals on 'Food on Track' website
https://t.co/SW8vN0J0hi",complaint,0.779451847
#BLEditorial | The National #Rail Plan released last month rightly envisages a steep increase in network capacity to ensure that share of rail in freight generated increases from 27 % at present  to 45 % in the medium term #IndianRailways https://t.co/BfyGgO3vRq,complaint,0.692978561
